Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Max Year Code
107,'384,Côte d'Ivoire,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,39.4,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,37.6,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,41.2,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,39.3,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,37.6,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,41,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,132,E,,20212023
107,'384,Côte d'Ivoire,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,70,E,,20202022
107,'384,Côte d'Ivoire,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,66.4,E,,20202022
107,'384,Côte d'Ivoire,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,15.9,E,,20202022
107,'384,Côte d'Ivoire,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2021,2021,km,0.2,X,,2021
107,'384,Côte d'Ivoire,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,20.2,X,,2022
107,'384,Côte d'Ivoire,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
107,'384,Côte d'Ivoire,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,16,E,,2023
107,'384,Côte d'Ivoire,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.52,X,,2022
107,'384,Côte d'Ivoire,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,13,E,,20202022
107,'384,Côte d'Ivoire,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.2,E,,20202022
107,'384,Côte d'Ivoire,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,49,E,,20202022
107,'384,Côte d'Ivoire,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,9.1,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,8.2,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,10,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,8.8,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,8,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,9.5,A,Official estimate integrated with FAO data,20212023
107,'384,Côte d'Ivoire,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2.6,X,,2022
107,'384,Côte d'Ivoire,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,11.6,X,,2022
107,'384,Côte d'Ivoire,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,1.7,X,,2022
107,'384,Côte d'Ivoire,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,50.9,X,,2019
107,'384,Côte d'Ivoire,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
107,'384,Côte d'Ivoire,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,44,X,,2022
107,'384,Côte d'Ivoire,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,17,X,,2022
107,'384,Côte d'Ivoire,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,73,X,,2022
107,'384,Côte d'Ivoire,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,37,X,,2022
107,'384,Côte d'Ivoire,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,18.3,X,,2020
107,'384,Côte d'Ivoire,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1740,E,,2023
107,'384,Côte d'Ivoire,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2245,E,,2023
107,'384,Côte d'Ivoire,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.35,E,,2023
107,'384,Côte d'Ivoire,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.92,E,,2023
107,'384,Côte d'Ivoire,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,56.1,E,,20202022
107,'384,Côte d'Ivoire,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2953,E,,20212023
107,'384,Côte d'Ivoire,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2961,E,Imputed value,2023
107,'384,Côte d'Ivoire,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,6699.9,X,,2022
114,'404,Kenya,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,34.5,E,,20212023
114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,75.4,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,74,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,76.8,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,70.3,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,68.6,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,72,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,94,E,,20212023
114,'404,Kenya,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,51,E,,20202022
114,'404,Kenya,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,56,E,,20202022
114,'404,Kenya,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,14.6,E,,20202022
114,'404,Kenya,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2004,2004,km,0.3,X,,2004
114,'404,Kenya,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,18.4,X,,2022
114,'404,Kenya,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,4.5,X,,2022
114,'404,Kenya,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,50,E,,2023
114,'404,Kenya,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.94,X,,2022
114,'404,Kenya,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,43,E,,20202022
114,'404,Kenya,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.3,E,,20202022
114,'404,Kenya,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,51.3,E,,20202022
114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,29.1,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,28.1,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,30.1,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,26.9,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,25.9,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,28,A,Official estimate integrated with FAO data,20212023
114,'404,Kenya,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,3.8,X,,2022
114,'404,Kenya,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,12.4,X,,2022
114,'404,Kenya,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,3.7,X,,2022
114,'404,Kenya,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,28.7,X,,2019
114,'404,Kenya,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,59.7,X,,2022
114,'404,Kenya,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,32,X,,2022
114,'404,Kenya,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,63,X,,2022
114,'404,Kenya,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,36,X,,2022
114,'404,Kenya,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,10,X,,2020
114,'404,Kenya,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1760,E,,2023
114,'404,Kenya,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2272,E,,2023
114,'404,Kenya,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.3,E,,2023
114,'404,Kenya,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.48,E,,2023
114,'404,Kenya,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,52.8,E,,20202022
114,'404,Kenya,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2128,E,,20212023
114,'404,Kenya,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2113,E,Imputed value,2023
