Area,Food Group Indicator,Unit,Value
Costa Rica,Iron apparent intake of All food groups,mg/cap/d,9.6
Costa Rica,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,9.3
Costa Rica,Iron apparent intake of Cereals and their products,mg/cap/d,2.5
Costa Rica,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.2
Costa Rica,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.7
Costa Rica,Iron apparent intake of Milk and milk products,mg/cap/d,0.1
Costa Rica,Iron apparent intake of Eggs and their products,mg/cap/d,0.4
Costa Rica,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,0.1
Costa Rica,Iron apparent intake of Meat and meat products,mg/cap/d,1.0
Costa Rica,Iron apparent intake of Vegetables and their products,mg/cap/d,0.4
Costa Rica,Iron apparent intake of Fruits and their products,mg/cap/d,0.2
Costa Rica,Iron apparent intake of Fats and oils,mg/cap/d,0.0
Costa Rica,Iron apparent intake of Sweets and sugars,mg/cap/d,0.6
Costa Rica,Iron apparent intake of Spices and condiments,mg/cap/d,0.6
Costa Rica,Iron apparent intake of Beverages,mg/cap/d,0.3
Costa Rica,Iron apparent intake of Foods for particular nutritional uses,mg/cap/d,0.1
Costa Rica,Iron apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Iron apparent intake of Composite dishes,mg/cap/d,0.8
Costa Rica,Iron apparent intake of Savoury snacks,mg/cap/d,0.0
Costa Rica,Iron apparent intake of Miscellaneous,mg/cap/d,0.6
Costa Rica,Zinc apparent intake of All food groups,mg/cap/d,7.62
Costa Rica,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,7.51
Costa Rica,Zinc apparent intake of Cereals and their products,mg/cap/d,1.82
Costa Rica,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.11
Costa Rica,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.99
Costa Rica,Zinc apparent intake of Milk and milk products,mg/cap/d,0.8
Costa Rica,Zinc apparent intake of Eggs and their products,mg/cap/d,0.28
Costa Rica,"Zinc apparent intake of Fish, shellfish and their products",mg/cap/d,0.08
Costa Rica,Zinc apparent intake of Meat and meat products,mg/cap/d,1.71
Costa Rica,Zinc apparent intake of Vegetables and their products,mg/cap/d,0.28
Costa Rica,Zinc apparent intake of Fruits and their products,mg/cap/d,0.1
Costa Rica,Zinc apparent intake of Fats and oils,mg/cap/d,0.0
Costa Rica,Zinc apparent intake of Sweets and sugars,mg/cap/d,0.2
Costa Rica,Zinc apparent intake of Spices and condiments,mg/cap/d,0.12
Costa Rica,Zinc apparent intake of Beverages,mg/cap/d,0.11
Costa Rica,Zinc apparent intake of Foods for particular nutritional uses,mg/cap/d,0.03
Costa Rica,Zinc apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Zinc apparent intake of Composite dishes,mg/cap/d,0.47
Costa Rica,Zinc apparent intake of Savoury snacks,mg/cap/d,0.03
Costa Rica,Zinc apparent intake of Miscellaneous,mg/cap/d,0.49
Costa Rica,Magnesium apparent intake of All food groups,mg/cap/d,218.0
Costa Rica,Magnesium apparent intake of All food groups (excluding beverages),mg/cap/d,210.0
Costa Rica,Magnesium apparent intake of Cereals and their products,mg/cap/d,52.0
Costa Rica,"Magnesium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,10.0
Costa Rica,"Magnesium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,47.0
Costa Rica,Magnesium apparent intake of Milk and milk products,mg/cap/d,16.0
Costa Rica,Magnesium apparent intake of Eggs and their products,mg/cap/d,3.0
Costa Rica,"Magnesium apparent intake of Fish, shellfish and their products",mg/cap/d,4.0
Costa Rica,Magnesium apparent intake of Meat and meat products,mg/cap/d,15.0
Costa Rica,Magnesium apparent intake of Vegetables and their products,mg/cap/d,12.0
Costa Rica,Magnesium apparent intake of Fruits and their products,mg/cap/d,10.0
Costa Rica,Magnesium apparent intake of Fats and oils,mg/cap/d,0.0
Costa Rica,Magnesium apparent intake of Sweets and sugars,mg/cap/d,10.0
Costa Rica,Magnesium apparent intake of Spices and condiments,mg/cap/d,6.0
Costa Rica,Magnesium apparent intake of Beverages,mg/cap/d,8.0
Costa Rica,Magnesium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Costa Rica,Magnesium apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Magnesium apparent intake of Composite dishes,mg/cap/d,10.0
Costa Rica,Magnesium apparent intake of Savoury snacks,mg/cap/d,2.0
Costa Rica,Magnesium apparent intake of Miscellaneous,mg/cap/d,13.0
Costa Rica,Phosphorus apparent intake of All food groups,mg/cap/d,952.0
Costa Rica,Phosphorus apparent intake of All food groups (excluding beverages),mg/cap/d,931.0
Costa Rica,Phosphorus apparent intake of Cereals and their products,mg/cap/d,215.0
Costa Rica,"Phosphorus apparent intake of Roots, tubers, plantains and their products",mg/cap/d,19.0
Costa Rica,"Phosphorus apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,114.0
Costa Rica,Phosphorus apparent intake of Milk and milk products,mg/cap/d,159.0
Costa Rica,Phosphorus apparent intake of Eggs and their products,mg/cap/d,43.0
Costa Rica,"Phosphorus apparent intake of Fish, shellfish and their products",mg/cap/d,29.0
Costa Rica,Phosphorus apparent intake of Meat and meat products,mg/cap/d,139.0
Costa Rica,Phosphorus apparent intake of Vegetables and their products,mg/cap/d,28.0
Costa Rica,Phosphorus apparent intake of Fruits and their products,mg/cap/d,11.0
Costa Rica,Phosphorus apparent intake of Fats and oils,mg/cap/d,1.0
Costa Rica,Phosphorus apparent intake of Sweets and sugars,mg/cap/d,36.0
Costa Rica,Phosphorus apparent intake of Spices and condiments,mg/cap/d,15.0
Costa Rica,Phosphorus apparent intake of Beverages,mg/cap/d,21.0
Costa Rica,Phosphorus apparent intake of Foods for particular nutritional uses,mg/cap/d,2.0
Costa Rica,Phosphorus apparent intake of Food additives,mg/cap/d,3.0
Costa Rica,Phosphorus apparent intake of Composite dishes,mg/cap/d,51.0
Costa Rica,Phosphorus apparent intake of Savoury snacks,mg/cap/d,5.0
Costa Rica,Phosphorus apparent intake of Miscellaneous,mg/cap/d,62.0
Costa Rica,Potassium apparent intake of All food groups,mg/cap/d,1974.0
Costa Rica,Potassium apparent intake of All food groups (excluding beverages),mg/cap/d,1902.0
Costa Rica,Potassium apparent intake of Cereals and their products,mg/cap/d,211.0
Costa Rica,"Potassium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,160.0
Costa Rica,"Potassium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,414.0
Costa Rica,Potassium apparent intake of Milk and milk products,mg/cap/d,183.0
Costa Rica,Potassium apparent intake of Eggs and their products,mg/cap/d,30.0
Costa Rica,"Potassium apparent intake of Fish, shellfish and their products",mg/cap/d,33.0
Costa Rica,Potassium apparent intake of Meat and meat products,mg/cap/d,207.0
Costa Rica,Potassium apparent intake of Vegetables and their products,mg/cap/d,188.0
Costa Rica,Potassium apparent intake of Fruits and their products,mg/cap/d,131.0
Costa Rica,Potassium apparent intake of Fats and oils,mg/cap/d,2.0
Costa Rica,Potassium apparent intake of Sweets and sugars,mg/cap/d,66.0
Costa Rica,Potassium apparent intake of Spices and condiments,mg/cap/d,66.0
Costa Rica,Potassium apparent intake of Beverages,mg/cap/d,72.0
Costa Rica,Potassium apparent intake of Foods for particular nutritional uses,mg/cap/d,4.0
Costa Rica,Potassium apparent intake of Food additives,mg/cap/d,2.0
Costa Rica,Potassium apparent intake of Composite dishes,mg/cap/d,68.0
Costa Rica,Potassium apparent intake of Savoury snacks,mg/cap/d,14.0
Costa Rica,Potassium apparent intake of Miscellaneous,mg/cap/d,124.0
Costa Rica,Thiamin apparent intake of All food groups,mg/cap/d,1.14
Costa Rica,Thiamin apparent intake of All food groups (excluding beverages),mg/cap/d,1.11
Costa Rica,Thiamin apparent intake of Cereals and their products,mg/cap/d,0.35
Costa Rica,"Thiamin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.03
Costa Rica,"Thiamin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.22
Costa Rica,Thiamin apparent intake of Milk and milk products,mg/cap/d,0.05
Costa Rica,Thiamin apparent intake of Eggs and their products,mg/cap/d,0.01
Costa Rica,"Thiamin apparent intake of Fish, shellfish and their products",mg/cap/d,0.01
Costa Rica,Thiamin apparent intake of Meat and meat products,mg/cap/d,0.15
Costa Rica,Thiamin apparent intake of Vegetables and their products,mg/cap/d,0.04
Costa Rica,Thiamin apparent intake of Fruits and their products,mg/cap/d,0.03
Costa Rica,Thiamin apparent intake of Fats and oils,mg/cap/d,0.0
Costa Rica,Thiamin apparent intake of Sweets and sugars,mg/cap/d,0.05
Costa Rica,Thiamin apparent intake of Spices and condiments,mg/cap/d,0.01
Costa Rica,Thiamin apparent intake of Beverages,mg/cap/d,0.03
Costa Rica,Thiamin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Costa Rica,Thiamin apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Thiamin apparent intake of Composite dishes,mg/cap/d,0.08
Costa Rica,Thiamin apparent intake of Savoury snacks,mg/cap/d,0.01
Costa Rica,Thiamin apparent intake of Miscellaneous,mg/cap/d,0.07
Costa Rica,Riboflavin apparent intake of All food groups,mg/cap/d,1.08
Costa Rica,Riboflavin apparent intake of All food groups (excluding beverages),mg/cap/d,1.05
Costa Rica,Riboflavin apparent intake of Cereals and their products,mg/cap/d,0.18
Costa Rica,"Riboflavin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.02
Costa Rica,"Riboflavin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.06
Costa Rica,Riboflavin apparent intake of Milk and milk products,mg/cap/d,0.23
Costa Rica,Riboflavin apparent intake of Eggs and their products,mg/cap/d,0.1
Costa Rica,"Riboflavin apparent intake of Fish, shellfish and their products",mg/cap/d,0.01
Costa Rica,Riboflavin apparent intake of Meat and meat products,mg/cap/d,0.15
Costa Rica,Riboflavin apparent intake of Vegetables and their products,mg/cap/d,0.04
Costa Rica,Riboflavin apparent intake of Fruits and their products,mg/cap/d,0.03
Costa Rica,Riboflavin apparent intake of Fats and oils,mg/cap/d,0.0
Costa Rica,Riboflavin apparent intake of Sweets and sugars,mg/cap/d,0.07
Costa Rica,Riboflavin apparent intake of Spices and condiments,mg/cap/d,0.02
Costa Rica,Riboflavin apparent intake of Beverages,mg/cap/d,0.03
Costa Rica,Riboflavin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Costa Rica,Riboflavin apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Riboflavin apparent intake of Composite dishes,mg/cap/d,0.05
Costa Rica,Riboflavin apparent intake of Savoury snacks,mg/cap/d,0.0
Costa Rica,Riboflavin apparent intake of Miscellaneous,mg/cap/d,0.07
Costa Rica,Vitamin C apparent intake of All food groups,mg/cap/d,61.0
Costa Rica,Vitamin C apparent intake of All food groups (excluding beverages),mg/cap/d,53.0
Costa Rica,Vitamin C apparent intake of Cereals and their products,mg/cap/d,0.0
Costa Rica,"Vitamin C apparent intake of Roots, tubers, plantains and their products",mg/cap/d,5.0
Costa Rica,"Vitamin C apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.0
Costa Rica,Vitamin C apparent intake of Milk and milk products,mg/cap/d,1.0
Costa Rica,Vitamin C apparent intake of Eggs and their products,mg/cap/d,0.0
Costa Rica,"Vitamin C apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Costa Rica,Vitamin C apparent intake of Meat and meat products,mg/cap/d,1.0
Costa Rica,Vitamin C apparent intake of Vegetables and their products,mg/cap/d,15.0
Costa Rica,Vitamin C apparent intake of Fruits and their products,mg/cap/d,24.0
Costa Rica,Vitamin C apparent intake of Fats and oils,mg/cap/d,0.0
Costa Rica,Vitamin C apparent intake of Sweets and sugars,mg/cap/d,1.0
Costa Rica,Vitamin C apparent intake of Spices and condiments,mg/cap/d,1.0
Costa Rica,Vitamin C apparent intake of Beverages,mg/cap/d,8.0
Costa Rica,Vitamin C apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Costa Rica,Vitamin C apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Vitamin C apparent intake of Composite dishes,mg/cap/d,1.0
Costa Rica,Vitamin C apparent intake of Savoury snacks,mg/cap/d,0.0
Costa Rica,Vitamin C apparent intake of Miscellaneous,mg/cap/d,3.0
Costa Rica,Vitamin B6 apparent intake of All food groups,mg/cap/d,1.35
Costa Rica,Vitamin B6 apparent intake of All food groups (excluding beverages),mg/cap/d,1.31
Costa Rica,Vitamin B6 apparent intake of Cereals and their products,mg/cap/d,0.33
Costa Rica,"Vitamin B6 apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.08
Costa Rica,"Vitamin B6 apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.11
Costa Rica,Vitamin B6 apparent intake of Milk and milk products,mg/cap/d,0.05
Costa Rica,Vitamin B6 apparent intake of Eggs and their products,mg/cap/d,0.04
Costa Rica,"Vitamin B6 apparent intake of Fish, shellfish and their products",mg/cap/d,0.03
Costa Rica,Vitamin B6 apparent intake of Meat and meat products,mg/cap/d,0.27
Costa Rica,Vitamin B6 apparent intake of Vegetables and their products,mg/cap/d,0.1
Costa Rica,Vitamin B6 apparent intake of Fruits and their products,mg/cap/d,0.07
Costa Rica,Vitamin B6 apparent intake of Fats and oils,mg/cap/d,0.03
Costa Rica,Vitamin B6 apparent intake of Sweets and sugars,mg/cap/d,0.04
Costa Rica,Vitamin B6 apparent intake of Spices and condiments,mg/cap/d,0.03
Costa Rica,Vitamin B6 apparent intake of Beverages,mg/cap/d,0.04
Costa Rica,Vitamin B6 apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Costa Rica,Vitamin B6 apparent intake of Food additives,mg/cap/d,0.0
Costa Rica,Vitamin B6 apparent intake of Composite dishes,mg/cap/d,0.04
Costa Rica,Vitamin B6 apparent intake of Savoury snacks,mg/cap/d,0.01
Costa Rica,Vitamin B6 apparent intake of Miscellaneous,mg/cap/d,0.09
Costa Rica,Vitamin B12 apparent intake of All food groups,µg/cap/d,3.04
Costa Rica,Vitamin B12 apparent intake of All food groups (excluding beverages),µg/cap/d,3.01
Costa Rica,Vitamin B12 apparent intake of Cereals and their products,µg/cap/d,0.03
Costa Rica,"Vitamin B12 apparent intake of Roots, tubers, plantains and their products",µg/cap/d,0.0
Costa Rica,"Vitamin B12 apparent intake of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Costa Rica,Vitamin B12 apparent intake of Milk and milk products,µg/cap/d,0.69
Costa Rica,Vitamin B12 apparent intake of Eggs and their products,µg/cap/d,0.2
Costa Rica,"Vitamin B12 apparent intake of Fish, shellfish and their products",µg/cap/d,0.32
Costa Rica,Vitamin B12 apparent intake of Meat and meat products,µg/cap/d,1.27
Costa Rica,Vitamin B12 apparent intake of Vegetables and their products,µg/cap/d,0.0
Costa Rica,Vitamin B12 apparent intake of Fruits and their products,µg/cap/d,0.0
Costa Rica,Vitamin B12 apparent intake of Fats and oils,µg/cap/d,0.09
Costa Rica,Vitamin B12 apparent intake of Sweets and sugars,µg/cap/d,0.1
Costa Rica,Vitamin B12 apparent intake of Spices and condiments,µg/cap/d,0.01
Costa Rica,Vitamin B12 apparent intake of Beverages,µg/cap/d,0.03
Costa Rica,Vitamin B12 apparent intake of Foods for particular nutritional uses,µg/cap/d,0.01
Costa Rica,Vitamin B12 apparent intake of Food additives,µg/cap/d,0.0
Costa Rica,Vitamin B12 apparent intake of Composite dishes,µg/cap/d,0.12
Costa Rica,Vitamin B12 apparent intake of Savoury snacks,µg/cap/d,0.0
Costa Rica,Vitamin B12 apparent intake of Miscellaneous,µg/cap/d,0.16
Costa Rica,Vitamin A apparent intake (retinol equivalents) of All food groups,µg/cap/d,616.0
Costa Rica,Vitamin A apparent intake (retinol equivalents) of All food groups (excluding beverages),µg/cap/d,603.0
Costa Rica,Vitamin A apparent intake (retinol equivalents) of Cereals and their products,µg/cap/d,4.0
Costa Rica,"Vitamin A apparent intake (retinol equivalents) of Roots, tubers, plantains and their products",µg/cap/d,33.0
Costa Rica,"Vitamin A apparent intake (retinol equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Costa Rica,Vitamin A apparent intake (retinol equivalents) of Milk and milk products,µg/cap/d,55.0
Costa Rica,Vitamin A apparent intake (retinol equivalents) of Eggs and their products,µg/cap/d,35.0
Costa Rica,"Vitamin A apparent intake (retinol equivalents) of Fish, shellfish and their products",µg/cap/d,4.0
Costa Rica,Vitamin A apparent intake (retinol equivalents) of Meat and meat products,µg/cap/d,72.0
Costa Rica,Vitamin A apparent intake (retinol equivalents) of Vegetables and their products,µg/cap/d,200.0
